month,price
1,51.48366013071895
2,57.77559912854031
3,66.00435729847494
4,82.70588235294117
5,99.87363834422658
6,101.7930283224401
7,104.4880174291939
8,114.61655773420479
9,108.44444444444444
10,119.76470588235294
11,140.7211328976035
12,160.0566448801743
